Fishtype,lightness,length
1.0,2.2202518108310194,-1.6031675187423697
1.0,3.771725043052981,-3.621081574886261
1.0,2.8987385510221877,-3.6256353586243595
1.0,4.484532900193029,-1.2275317433275155
1.0,1.0059278943129488,-3.0278456345454874
0.0,-0.6119615274618592,0.25259454343230625
0.0,-1.6173205508761022,-0.0851274590587543
0.0,-1.0864770191157653,0.9326463528290038
1.0,2.2559992664458655,-2.2072327859313545
1.0,4.633921364794356,-3.3865237263155716
1.0,4.47871143081749,-1.1101044410109089
1.0,2.849996189364013,-2.7598925950920212
0.0,-3.192087946839319,-0.7681548255509931
1.0,3.7508644711383905,-1.6040637279458014
1.0,2.4214503966874834,-3.9489780031883273
1.0,3.3253229478371757,-3.974297257684473
1.0,3.291084402905368,-2.447754740511888
0.0,0.17749935915833248,0.9605611543165488
1.0,3.6781444687813867,-2.4652439675044313
1.0,3.776042526110961,-0.8179010992299958
1.0,1.8532002705614137,-3.4315890391501744
1.0,4.4779353096384735,-5.181049591971981
1.0,4.2433596849130755,-2.8213219951796895
0.0,-1.1796361358477216,-1.121423600396076
0.0,-1.3019097506107002,1.3136032038302736
0.0,-1.4298021645608752,0.5541448158497254
1.0,3.5576593314994605,-3.2692340835912117
0.0,-0.04238219978026603,0.691880888635487
1.0,4.5790847107615615,-2.8418053772537606
1.0,3.4139218731356196,-1.6381623659881646
1.0,3.4630949474847057,-2.8884227507106264
0.0,0.07814627504690663,1.2598011570598664
1.0,3.6484416152344026,-4.8410543837063615
1.0,3.363888026140357,-4.037257190466827
1.0,2.649669229161865,-3.5280913520331074
1.0,3.7471223303587284,-2.6248589180013706
0.0,-2.717195916907298,0.5878253028563384
1.0,4.670901412417223,-3.7344282027665483
1.0,3.4385836845162587,-1.7000365725669178
0.0,1.1933977213837665,2.478984922067013
1.0,3.048695487767656,-2.481476552188842
0.0,0.7402466148425735,0.9663593642655838
1.0,2.4249764669998166,-1.8268438515458942
0.0,-0.7936292616336276,1.092722195424113
0.0,-0.6617811169106722,2.006168242547815
1.0,2.4959297805100924,-0.6863531033177219
1.0,3.0205050475736774,-4.268638765855627
1.0,1.9045005554770638,-1.7189454187710405
0.0,-2.912818386627994,0.866909628206713
1.0,1.8989626035671006,-2.4788771769958555
1.0,2.738856884265511,-2.801488670197741
0.0,1.0173323576916764,1.4684788200746248
1.0,4.477275869076786,-3.949541261307388
1.0,4.8468353766858225,-4.121972855064654
0.0,-0.09907326130109095,2.9616738100474005
1.0,2.4561143391879314,-4.697490254192588
1.0,4.105389057486832,-2.0326115323331817
1.0,4.167599538159198,-3.835720876219331
0.0,-0.8425765055004424,0.6352153274363328
0.0,-2.578787888781851,2.4462774637394853
1.0,6.299204492987409,-2.6963672281541258
1.0,3.6866199712798196,-1.578751813997536
1.0,3.639003906620295,-3.614958148067697
0.0,-1.472878158189352,0.4413760557892379
0.0,0.004693342217681362,2.394366232091178
1.0,2.759220002359603,-3.2620613524634203
0.0,-1.8824311123625908,-2.243954255865039
0.0,-1.0229411103920047,0.6895618779590852
0.0,0.057534326088842125,2.1294378535146343
0.0,-3.006672873105001,-0.5928046600894401
1.0,4.387437739003116,-3.4078048082957837
0.0,1.7786347642339928,2.185721338927211
1.0,1.9455845333787019,-2.0433561076577127
1.0,4.378375513709904,-3.1792033096548744
0.0,0.060830070512069456,-0.07262780859489171
1.0,3.3328955573698753,-1.538061299526774
0.0,2.0765008798128584,3.0952587691835936
0.0,-3.633087719626915,0.9344162322690948
1.0,3.823902709148771,-3.699848042144771
0.0,1.608660137359836,1.6744082775631206
1.0,3.3038344380366205,-0.3817551322551025
0.0,-1.6019058822702124,-1.5340878594053011
1.0,2.511796983355831,-2.778814910136555
1.0,1.8953715305797376,-1.817168249352768
1.0,2.842709758798042,-3.69900583562212
1.0,4.1971438935545216,-3.0941411884739884
0.0,1.2957094138673573,1.419726241230554
0.0,-0.8674734876906723,-0.3066346597064369
0.0,0.6362371926290362,-0.07003508048641693
0.0,-1.7151183063617514,2.348092644840186
1.0,1.9803387710607254,-4.131047083619728
1.0,2.761864417490284,-3.2916221651585613
1.0,3.108905736868891,-4.709694333343618
1.0,4.09477725657344,-4.308380338235554
1.0,2.5639432086095146,-4.126845539236086
0.0,-1.0855725673489989,2.7752866446604503
1.0,4.033676188445947,-2.391560494511576
1.0,4.364278640353662,-4.829508955467723
1.0,3.785458077880032,-3.4382539016984714
0.0,-0.5709021462967199,1.392671637229792
0.0,0.6016488833642475,2.3442579882360235
1.0,2.7819327606473983,-3.665547564183059
1.0,2.8776099900087653,-2.434912716330946
1.0,1.9570610728192273,-1.5368420364060384
1.0,5.093126952961114,-2.3379547368766933
0.0,0.10491700272860305,2.8370100104987057
0.0,-0.9979919164729707,0.852647783434485
1.0,2.715526456577167,-4.064501090107878
0.0,0.018013866121511013,0.5523664069890722
0.0,-1.6500653378757555,1.0936571050392474
1.0,3.664564409438564,-1.737585350512193
1.0,2.524247724433864,-2.9232400048408316
0.0,-1.1905805520359996,2.2972334819868805
0.0,-0.2918002767504757,0.7388795832155737
0.0,-1.8738365845134906,0.19027783684331345
1.0,4.551445124133427,-3.7975256918138944
1.0,3.1358674749803064,-4.5345830978407635
0.0,-0.9978912571710687,0.7508604279006179
1.0,2.575761796359849,-3.976141024679009
1.0,2.839855082395987,-2.4204781575187093
1.0,3.166485270553795,-2.423174902906384
1.0,2.7737701993358503,-3.654844288349322
1.0,1.5317756657315393,-1.1587901011700568
1.0,2.1076522856226347,-2.1826187510811907
0.0,0.3460212410971255,1.26203158661962
1.0,1.9744913593781326,-2.659109097447865
1.0,3.998047393432031,-4.023005206283548
1.0,2.3347708599679864,-2.4924320650903367
1.0,3.7433517954231927,-2.776746758032246
1.0,3.9758184550255193,-1.8236315385330097
1.0,3.2644736684040536,-2.2037294619359287
1.0,1.8283954450162736,-2.2105542047321727
1.0,4.840484010898863,-4.340439962200162
0.0,1.4506021198703491,0.6063595669531825
0.0,0.12013096329982309,3.169042744394221
0.0,-1.9854553365801622,-0.8811250131863619
0.0,-0.233461320245407,2.552015279515675
1.0,2.604732668284865,-3.7991109598854234
1.0,1.1669275028266473,-2.52709253116834
0.0,-1.3448627280015473,0.9254313132990826
0.0,-4.716702675637534,-3.359027730861804
1.0,3.1387073734043316,-2.503841259006541
1.0,4.174738702674971,-2.580960146924773
0.0,2.776308033874926,0.42422732799131824
1.0,3.6160085086131106,-2.736930267647236
1.0,3.306582221178741,-4.112560410110622
0.0,-1.5169060851384608,2.1004905187565983
1.0,1.7990870755256596,-3.6794655063829973
1.0,0.40747699185020814,-1.4922495625627656
1.0,2.2812019620602833,-3.7136612035714176
0.0,0.48156102785443666,2.054894540734896
1.0,3.2003068415300358,-3.6885824609949216
0.0,-2.5724247293335223,2.197095628312639
1.0,3.3352043314142485,-2.7521265978446627
0.0,-1.7667665203923228,2.687461868109207
1.0,3.5330329894241608,-4.922687837426925
0.0,-0.984799932228863,3.058268996229133
1.0,1.5950894491658358,-3.4223423609221455
1.0,3.8597596734147963,-3.7138404871846467
1.0,1.6194426062635314,-3.3090606050409606
1.0,1.2729162676928107,-2.9461084197750504
1.0,0.9158880560864562,-1.957811520047769
0.0,-1.1208324041833306,0.990285723105606
0.0,-1.2287682653344647,1.6721621274240244
0.0,-3.4485768989987493,0.8015231535726501
1.0,2.8834825223017955,-3.94972593979561
1.0,2.1799467058851403,-3.4287083947396786
1.0,2.575647096137587,-2.9777462587559542
0.0,-0.09295252200540682,1.1008612341372945
0.0,-2.3173202080584603,-2.435901535745513
1.0,3.715677175564473,-1.938314259910601
0.0,-2.309497393892016,0.20698412436701674
1.0,2.928663383187559,-1.2780300522589674
0.0,-0.851983305828824,0.2605535348400423
1.0,2.7845125035375746,-3.6671923350181133
0.0,-0.5078873287315587,0.6011296109023625
1.0,2.9132556030793975,-3.064332687501692
0.0,-0.9818521768319001,0.8259086036061744
1.0,-0.1829264242537727,-1.8989156053882739
0.0,-4.12660271061811,-0.7233000315372817
0.0,-1.855300378040585,0.039234923815793854
1.0,2.2634906318681134,-4.386410945964809
0.0,-1.2034832227477856,0.579531868488546
1.0,2.5899303928425588,-2.492688796376138
1.0,3.8797619979494797,-4.963065768528812
0.0,-1.8490873037846765,3.149963917791278
1.0,3.445708558568138,-2.0497735118754146
1.0,2.8442881710551156,-1.7293412334982061
1.0,2.7836723086795576,-3.1900184246928567
1.0,5.550634517166351,-3.3414003102708216
1.0,1.5485114311278845,-1.8792601187978764
1.0,3.954713848815553,-3.704973211980267
1.0,2.1069017738660705,-3.623231420940437
1.0,3.357153742699697,-2.802871794604127
